Timestamp,X,Y,Z
3.72,0.0023152693,-4.2464968E-4,0.03820736
3.741,0.0023969659,-4.4407218E-4,0.038135234
3.763,0.002481171,1.3241533E-4,0.038731493
3.784,0.0023573232,1.600206E-4,0.038181357
3.805,0.0023573232,1.600206E-4,0.038181357
3.826,0.0012704665,3.218372E-4,0.038814034
3.847,0.0011246975,-1.8422928E-4,0.039169
3.868,0.001008295,-0.0010375702,0.039288197
3.889,9.022017E-4,-7.301618E-4,0.038989108
3.915,0.0014589077,-5.912932E-4,0.038982857
3.935,0.0011317134,-1.04694685E-4,0.038260404
3.956,8.534247E-4,-1.504175E-4,0.03785852
3.977,8.571387E-4,-1.2874459E-4,0.037610363
3.998,8.6861535E-4,-4.2514963E-4,0.037974656
4.019,7.946204E-4,-6.7662215E-4,0.0377302
4.04,6.874599E-4,-2.0996926E-4,0.03782611
4.063,6.2817323E-4,-0.001106871,0.037732188
4.083,6.684275E-4,-0.0013691769,0.037590858
4.104,0.001066318,-7.949719E-4,0.03742989
4.125,7.8870583E-4,9.828579E-5,0.03686349
4.146,8.854931E-4,-3.8210343E-4,0.036884204
4.167,2.7297452E-4,-9.40163E-4,0.037119877
4.187,1.9693584E-4,-0.0015977884,0.037210975
4.208,1.9693584E-4,-0.0015977884,0.037210975
4.229,-5.3139444E-4,-6.635451E-4,0.038476247
4.25,-1.674119E-4,-4.7881232E-4,0.038079176
4.271,-0.0015923386,-6.046376E-5,0.0386861
4.292,-0.0012483132,2.5605352E-4,0.038198
4.313,-0.0014582344,-8.040233E-4,0.038504165
4.334,-0.001854155,-7.919322E-4,0.038313445
4.355,-0.001854155,-7.919322E-4,0.038313445
4.376,-0.001838443,-6.996029E-4,0.037760332
4.396,-0.0014400117,-9.644289E-4,0.03803262
4.417,-0.0014143457,-0.0012284389,0.038019788
4.438,-0.0011887084,-9.0737565E-4,0.03813501
4.459,-9.8049E-4,-5.813672E-4,0.038551472
4.48,-5.532667E-4,-6.3902827E-4,0.038336184
4.501,-3.92428E-4,-7.2051905E-4,0.038197134
4.523,-3.0833762E-4,-9.4050576E-4,0.037940852
4.543,-7.353656E-5,-2.7098734E-4,0.037922177
4.565,-0.001087979,-1.5435091E-4,0.038046002
4.586,-0.0014020341,-2.604943E-4,0.037712988
4.607,-8.1161933E-4,1.2463979E-4,0.037887387
4.628,-4.3959444E-4,-8.000211E-4,0.037595116
4.649,-4.3959444E-4,-8.000211E-4,0.037595116
4.67,-0.0013053943,1.4739051E-4,0.037824143
4.691,-0.0011162785,3.6066186E-4,0.038230337
4.712,-0.0010441575,3.788197E-4,0.038112383
4.733
4.754,-3.306228E-4,4.661393E-4,0.03831112
4.775,-7.772389E-4,0.0011536814,0.038048007
4.796,-9.1421313E-4,0.0014543066,0.038411647
4.817,-9.1421313E-4,0.0014543066,0.038411647
4.838,-7.413965E-4,8.3690847E-4,0.038425256
4.859,-5.641808E-4,4.6267564E-4,0.038132306
4.88,-3.8977526E-4,-3.4337232E-4,0.03844719
4.901,-7.383798E-4,-2.2871108E-4,0.038442414
4.922,-4.615375E-4,-5.2186707E-4,0.038738254
4.943,-5.767383E-4,0.0010650433,0.038579144
4.964,-7.810661E-4,4.568302E-4,0.03864488
4.984,-3.4319452E-4,-3.256778E-4,0.038444154
5.005,-1.1629541E-5,-5.6178204E-4,0.038153417
5.026,-1.1629541E-5,-5.6178204E-4,0.038153417
5.047,-0.0010693393,-3.4966975E-4,0.038057715
5.068,-8.1777445E-4,-5.823977E-4,0.038063377
5.089,-0.0011427505,-5.7844794E-4,0.03847158
5.109,-5.7045295E-4,-7.5516646E-4,0.038696285
5.13,-6.7452376E-4,-2.0234271E-4,0.0384031
5.151,-7.2433526E-4,-6.018339E-4,0.038530953
5.173,-4.1587863E-4,6.832478E-4,0.038760122
5.194,-4.1587863E-4,6.832478E-4,0.038760122
5.215,-0.0011499358,9.2920265E-4,0.038474992
5.236,-0.0015397543,0.001189812,0.03869476
5.256,-0.0015397543,0.001189812,0.03869476
5.277,-0.0011373011,2.4562006E-4,0.038622975
5.299,-9.397905E-4,5.3764065E-4,0.038638204
5.32,-3.875457E-4,8.0401864E-4,0.038229942
5.341,-3.645244E-4,6.475495E-4,0.03799609
5.363,-3.645244E-4,6.475495E-4,0.03799609
5.384,-2.6175758E-4,9.483739E-4,0.038535267
5.405,-1.0634422E-4,1.0144463E-4,0.0386457
5.425,-1.3127195E-4,2.5945622E-4,0.038982272
5.446,-1.1736741E-4,2.5810962E-4,0.038787346
5.467,8.536529E-5,4.4469823E-5,0.038882334
5.487,3.2035125E-5,1.01314035E-4,0.038868867
5.508,-1.1811644E-4,7.3271112E-6,0.038817387
5.53,-1.1811644E-4,7.3271112E-6,0.038817387
5.551,-5.628732E-4,-3.1948357E-4,0.039498843
5.573,2.5844882E-4,-5.5559527E-4,0.040417045
5.594,2.5844882E-4,-5.5559527E-4,0.040417045
5.615,-2.3909332E-4,-4.6581056E-4,0.04018174
5.636,-2.5971505E-4,-4.7009677E-4,0.040039517
5.656,-4.4440324E-4,-8.3529943E-4,0.039915666
5.677,-5.6893326E-4,-4.4896847E-4,0.039986674
5.698,-4.0907013E-5,-8.1694755E-4,0.039939743
5.718,4.1078165E-4,-9.3033543E-4,0.040270764
5.739,3.686798E-4,-6.3326454E-4,0.040628295
5.761,3.686798E-4,-6.3326454E-4,0.040628295
5.783,0.0013595434,-0.0013399592,0.04141935
5.804,0.0013595434,-0.0013399592,0.04141935
5.825,8.482866E-4,-2.4279082E-4,0.041112944
5.846,5.128848E-4,-3.114607E-4,0.041309282
5.867,0.0013415903,-9.548256E-6,0.0414838
5.887,0.0013131918,1.2390633E-4,0.04174132
5.908,0.0013535714,2.7823524E-4,0.04167586
5.929,0.0013535714,2.7823524E-4,0.04167586
5.95,4.1812842E-4,7.64642E-4,0.043076985
5.971,3.3082094E-4,7.0563453E-4,0.042819917
5.992,6.142279E-4,1.8715771E-5,0.04269228
6.013,0.0010544922,1.0903419E-4,0.043224197
6.034,7.822068E-4,-3.6549507E-4,0.04261143
6.055,5.238088E-4,-2.8443398E-4,0.04288285
6.076,-1.8737075E-5,1.2601799E-4,0.04269673
6.097,-8.306301E-5,-2.78336E-4,0.04263232
6.117,5.0481106E-4,-4.8381867E-4,0.04242598
6.138,4.5457022E-4,-6.246535E-4,0.042197816
6.159,3.6147606E-4,-9.444605E-4,0.0420895
6.179,1.9223115E-4,-8.859759E-5,0.042586796
6.2,-2.3369447E-4,-8.6497585E-4,0.042389944
6.221,-6.4012036E-4,-1.1939529E-4,0.04249596
6.242,-3.653504E-4,-4.6970606E-5,0.042259242
6.263,-5.406112E-4,-0.0014665555,0.042047363
6.283,-4.7540717E-4,-0.0014925505,0.04159217
6.304,-4.7540717E-4,-0.0014925505,0.04159217
6.326,7.6395844E-4,-7.50299E-4,0.04163875
6.347,5.673974E-4,-7.0181827E-4,0.04163378
6.367,0.0012305642,1.0511816E-4,0.041608423
6.388,7.158468E-4,5.471645E-4,0.041774344
6.409,0.0013795673
6.429,5.3510745E-4,9.732182E-4,0.041501142
6.45,2.2333393E-4,0.0010665029,0.041772153
6.471,2.7702595E-4,9.561999E-4,0.041936733
6.493,5.127899E-4,4.6471262E-4,0.041642115
6.514,5.1039667E-4,3.7556345E-4,0.04172035
6.535,5.1039667E-4,3.7556345E-4,0.04172035
6.557,0.0010711789,3.4921084E-4,0.0416196
6.577,5.239182E-4,2.4161933E-4,0.042047452
6.598,6.0900836E-4,1.4395503E-4,0.041730106
6.619,6.3351745E-4,-3.7158316E-5,0.041209325
6.64,8.6509145E-4,5.252639E-5,0.042028934
6.662,0.0012444528,-6.333574E-5,0.041920755
6.683,0.0010405164,-3.7328748E-4,0.04219059
6.704,0.0020084225,-5.0989E-4,0.041994423
6.724,9.346799E-4,3.084758E-4,0.041829836
6.745,9.346799E-4,3.084758E-4,0.041829836
6.766,0.0010503938,-4.4392992E-4,0.04195174
6.787,0.0012149882,-0.0013327374,0.041782923
6.808,0.0011511691,-0.0011154218,0.042296607
6.828,0.0013294882,-8.427898E-4,0.042052
6.849,0.0018021371,-5.9895025E-4,0.041932758
6.871,0.0010674631,-5.7340536E-4,0.042412914
6.891,3.8509836E-4,-7.287937E-4,0.04246194
6.912,7.491129E-4,-4.1060694E-4,0.042594224
6.933,0.00103287,-1.4781399E-4,0.042638548
6.953,6.4210827E-4,6.205551E-5,0.042686913
6.975,9.5868844E-4,-4.7203904E-4,0.043131784
6.995,0.0010999412,-5.4576277E-4,0.04280247
7.016,0.0011684254,-0.0011508366,0.04311139
7.037,6.878022E-4,-5.774527E-4,0.04333707
7.058,5.930832E-4,-3.7488085E-4,0.043362714
7.079,3.5228103E-4,-5.768591E-4,0.043746408
7.099,2.1824492E-4,-7.1647647E-4,0.043520514
7.12,1.820002E-4,-7.146434E-4,0.043532137
7.143,1.0214265E-4,-8.61403E-5,0.04399116
7.164,-1.9359235E-5,-3.4679583E-4,0.04416871
7.184,5.6880806E-4,8.4424106E-4,0.044035725
7.205,7.0446165E-4,9.4057777E-4,0.044011768
7.226,0.0010935472,7.113951E-4,0.044032592
7.247,5.880527E-4,8.845603E-4,0.04452027
7.268,3.0718435E-4,0.0010998618,0.04454075
7.29,7.327087E-4,7.802661E-4,0.044930525
7.312,3.6747957E-4,8.2710065E-4,0.04551237
7.333
7.354,5.6737533E-4,8.46837E-4,0.04519628
7.375,4.429655E-4,0.0010166094,0.045177512
7.396,5.3820445E-4,0.0010417294,0.04488688
7.416,4.862901E-4,5.8447546E-4,0.044477437
7.437,7.611716E-4,4.2494998E-5,0.044769563
7.458,5.605237E-4,-1.9247858E-4,0.04478359
7.479,4.6078727E-4,-4.6482094E-4,0.0450106
7.499,4.6075237E-4,-3.338849E-4,0.04496041
7.52,8.472777E-4,-2.0755785E-4,0.044895034
7.541,-9.350662E-5,8.092531E-5,0.045039598
7.562,1.3332575E-4,-1.1275462E-4,0.044925313
7.582,2.6632208E-4,-2.2777982E-4,0.045273494
7.603,-1.7345475E-4,-8.005416E-5,0.044778127
7.624,-1.7345475E-4,-8.005416E-5,0.044778127
7.645,9.409537E-4,-9.473137E-4,0.045814514
7.666,0.0013851996,-0.0014904606,0.04567776
7.687,9.1749505E-4,-0.0014364272,0.04555536
7.708,0.0016524917,-0.001371248,0.04559697
7.729,0.0010703081,-0.0014153844,0.04564408
7.75,0.0011196943,-0.0014102588,0.04562989
7.771,0.0012953052,-0.0015300056,0.045565475
7.792
7.813,0.0015188243,-0.002157241,0.045532186
7.834,0.0011565987,-0.0023332897,0.04550957
7.854,0.0018857822,-0.0014061409,0.044992004
7.875,0.001279304,-0.0011747564,0.045546662
7.897,9.547698E-4,-5.21244E-4,0.045865446
7.917,0.0019124766,-7.0996804E-4,0.046022266
7.938,8.615884E-4,-9.01298E-4,0.046615258
7.96,8.615884E-4,-9.01298E-4,0.046615258
7.981,0.0016183334,-5.686385E-4,0.047532286
8.001,0.0019940406,-4.3896848E-4,0.0475664
8.022,0.0016465156,-0.0012455758,0.04802179
8.043,0.0010163357,-8.411675E-4,0.047940657
8.063,4.2823193E-4,-4.7490431E-4,0.047984183
8.084,0.0016168823,-4.0850375E-4,0.047726948
8.105,0.0016168823,-4.0850375E-4,0.047726948
8.126,6.2433915E-4,-0.0010518914,0.04785907
8.147,2.0735459E-4,-4.2305613E-4,0.0475522
8.168,1.7708798E-4,2.5371215E-4,0.04708299
8.189,2.9034357E-4,-0.0013657885,0.046363957
8.212,4.001538E-4,-0.0015669006,0.046794757
8.233,4.184991E-4,-0.0017554434,0.046393972
8.254,4.6815627E-4,-0.0019433617,0.046745133
8.275,4.6815627E-4,-0.0019433617,0.046745133
8.296,-2.6532362E-5,-0.0018388284,0.04692984
8.317,-3.802302E-4,-0.0013975032,0.046921942
8.338,-6.790814E-5,-9.5365517E-4,0.046658203
8.36,-0.0010506551,-0.0022143165,0.046003107
8.381,-7.8293413E-4,-0.0022724543,0.046276093
8.402,-0.001455758,-0.0026496018,0.046708096
8.423,-0.0013431907,-0.002425418,0.046663534
8.444,-0.0018776282,-0.0021222893,0.046745356
8.464,-0.0022114262,-0.0011726038,0.046551205
8.485,-0.0024505218,-0.001225306,0.046526592
8.506,-0.00233575,-8.3256664E-4,0.04660596
8.527,-0.0020534366,-0.0012883791,0.046734992
8.548,-0.0022680473,-0.0010345357,0.046966746
8.572,-0.0018067608,-8.86539E-4,0.04714243
8.593,-0.0012670006,-0.001735184,0.04713274
8.614,-7.203518E-4,-0.002235086,0.04672416
8.635,-6.320374E-4,-0.002712398,0.04649388
8.656,-6.320374E-4,-0.002712398,0.04649388
8.676,-4.990569E-4,-8.381856E-4,0.046715185
8.697,-3.3224752E-4,-7.3957635E-4,0.046943583
8.718,-1.5979094E-4,-0.0011100634,0.047094855
8.739,-1.1705041E-4,-6.794672E-4,0.04759207
8.76,-2.4686794E-4,-5.1214645E-4,0.04766634
8.781,-2.4686794E-4,-5.1214645E-4,0.04766634
8.803,9.64934E-5,-6.709728E-4,0.04797484
8.824,9.64934E-5,-6.709728E-4,0.04797484
8.845,2.2885956E-4,-6.481645E-4,0.04860237
8.866,5.7932804E-5,-9.7817E-4,0.048363503
8.887,0.0012718919,-0.0012516119,0.047977503
8.907,0.001300057,-9.392313E-4,0.048297316
8.928,0.0014631341,-8.631728E-4,0.04841531
8.949,0.0010473647,-9.827219E-4,0.0479129
8.97,8.3637977E-4,-0.001344743,0.047955442
8.99,6.400561E-4,-0.0013230598,0.047844056
9.013,5.592699E-4,-6.7491975E-4,0.04804107
9.033,7.4561336E-4,-3.5642475E-4,0.04806137
9.055,1.270595E-4,-0.0013280672,0.048146866
9.076,7.1427894E-5,-0.0015572654,0.047993183
9.097,3.1937493E-4,-0.0016156493,0.04801109
9.118,-2.1769779E-4,-0.0012713516,0.04799182
9.139,-2.4368748E-4,-0.0015037047,0.047949273
9.159,-1.8381649E-4,-0.0014584053,0.047436602
9.18,4.6234095E-4,-0.002125319,0.04714845
9.2,-3.297525E-5,-0.0017043368,0.046941273
9.224,2.6594655E-4,-0.0016607519,0.04765458
9.245,1.8601448E-4,-0.001861678,0.04730942
9.266,5.7716476E-5,-0.0020455155,0.047401786
9.287,7.68046E-5,-0.0020435457,0.047260482
9.308,6.5649225E-4,-0.0013704814,0.0470116
9.329,6.9568993E-4,-0.0013701285,0.047168866
9.35,4.5889E-4,-7.7737577E-4,0.047406875
9.371,6.4808584E-4,-9.607952E-4,0.047629543
9.392,5.7129085E-4,-0.0010617573,0.04834112
9.412,6.57481E-4,-8.628777E-4,0.048256543
9.433,8.8523445E-4,-0.0011835768,0.04821726
9.454,4.1144318E-5,-6.150299E-4,0.04838973
9.474,1.806917E-4,-0.0010392581,0.048894975
9.495,6.2643917E-4,-0.001068517,0.049049646
9.516,8.005121E-4,-5.9635896E-4,0.048839394
9.537,7.444577E-4,-6.957054E-4,0.04878196
9.558,0.0010416019,-7.351319E-5,0.04945339
9.578,4.19916E-4,-8.155023E-4,0.048921727
9.599,0.0010999856,-4.3315085E-4,0.049167406
9.62,0.0011123575,-8.271785E-4,0.048751757
9.641,6.523802E-4,-5.976995E-4,0.04908856
9.663,7.8686967E-4,-7.8796485E-4,0.048555836
9.684,-1.3013299E-4,-3.6496413E-4,0.048078436
9.705,-5.1978533E-4,-3.346924E-4,0.047956534
9.725,4.270086E-4,-5.4943986E-4,0.048065413
9.746,0.0011668323,-7.511226E-4,0.04809383
9.767,7.503729E-4,-4.8317923E-4,0.047724742
9.787,0.0012365027,-8.713172E-4,0.048549652
9.808,0.0011984254,2.1842687E-4,0.048203196
9.829,3.7688646E-4
9.85,-1.3068567E-5,-5.930337E-4,0.048537057
9.871,-1.7707344E-4,-6.003971E-4,0.04890963
9.893,2.7367982E-4,-4.269985E-4,0.04854857
9.914,6.044233E-4,-5.272556E-4,0.04882281
9.935,6.4127846E-4,-5.53667E-4,0.04941521
9.956,0.0014468859,-4.838856E-4,0.04911266
9.977,0.001238346,-7.74885E-4,0.049017746
9.998,0.0010472079,-7.2727277E-4,0.048800338
10.019,0.0010987475,-7.785999E-4,0.048778728
10.04,0.0011701706,-8.2401966E-4,0.049092826
10.061,7.8162784E-4,-3.900464E-4,0.049206752
10.083,4.070934E-4,-2.894195E-4,0.04910457
10.104,6.3974684E-4,-0.0010584703,0.049599633
10.125,0.0013582798,-8.1131345E-4,0.049694348
10.149,0.0011689927,-6.7255885E-4,0.04969764
10.169,8.085677E-4,-9.984806E-4,0.050019115
10.19,8.3835033E-4,-8.823791E-4,0.05021382
10.212,8.3081797E-4,-0.0010255869,0.050429396
10.233,0.0012142491,6.8635104E-4,0.049811933
10.255,0.0015346021,0.0010702088,0.04962803
10.275,0.0013221558,0.0012980918,0.04918133
10.296,0.0016187177,0.0011083633,0.048857108
10.316,0.0013131218,5.639831E-4,0.049201958
10.337,9.891045E-4,7.850121E-4,0.049610015
10.358,5.085707E-4,7.078684E-4,0.049161132
10.379,5.085707E-4,7.078684E-4,0.049161132
10.4,0.0010016076,-2.5011337E-4,0.049693674
10.421,0.0010016076,-2.5011337E-4,0.049693674
10.442,-4.5993616E-4,-6.394994E-5,0.05077816
10.463,-3.765316E-4,4.1834204E-4,0.050875846
10.485,6.1355135E-4,-8.1241847E-4,0.051016692
10.505,8.3033845E-4,-0.0012255983,0.050775815
10.526,7.7517226E-4,-7.946247E-4,0.05096783
10.547,7.127631E-4,-3.0635676E-4,0.05060167
10.568,9.839677E-4,-3.3303845E-4,0.05107339
10.589,0.001293605,-3.0892517E-4,0.050832916
10.609,0.0010221931,-1.649796E-4,0.050545532
10.63,7.634611E-4,-1.747181E-4,0.050432578
10.651,9.2792726E-4,-1.2169477E-4,0.050551847
10.672,8.427694E-4,-1.5076948E-4,0.050902512
10.693,7.7957095E-4,6.7513334E-5,0.05100598
10.714,9.3840685E-4,-5.6253106E-5,0.050952315
10.735,6.94623E-4,5.4345823E-5,0.051044714
10.755,9.0952043E-4,-8.1568747E-4,0.051037103
10.776,8.055322E-4,-9.359311E-4,0.050973423
10.797,0.0013417241,-0.0011691535,0.051327977
10.817,0.0015517176,-1.854283E-4,0.050985664
10.839,0.0010685964,-1.3727964E-5,0.050905008
10.859,0.0010786597,2.0922304E-4,0.051323667
10.88,0.0011431391,8.496036E-4,0.05144615
10.901,5.2018726E-4,6.67049E-4,0.050816223
10.923,6.108141E-4,7.549155E-4,0.05086739
10.945,2.2400383E-4,6.6508807E-4,0.051498055
10.966,-3.61767E-5,6.0257385E-4,0.05147386
10.987,0.0014145806,8.398568E-4,0.05151498
