loggingTime,loggingSample,identifierForVendor,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure
1582550351.815329,1,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6285864167,0.976226806640625,0.088226318359375,-0.0618896484375,103239.6235514167,2.99974735104702,1.506811821005284,-0.07792560941270611,-0.003428369760513306,0.005037944763898849,-0.001671686302870512,-0.008283734321594238,0.008280187845230103,0.02338695526123047,2,-0.683902372408745,0.02010321179853497,0.7250888052840693,0.07822753612391509,0.9949251413345337,0.07784676551818848,-0.06374680995941162,42.49822998046875,32.92873001098633,-11.31494140625,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.816544,2,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6386274167,0.9739990234375,0.0909881591796875,-0.0560150146484375,103239.6335914167,2.999738973442265,1.506672112417347,-0.07787203788141411,0.002930726390331984,-0.01710624061524868,0.005799279548227787,-0.01587784290313721,0.00973743200302124,0.003918647766113281,2,-0.6838509638026056,0.02012013694233888,0.7251383162722576,0.0782137691375035,0.9949204325675964,0.07779335975646973,-0.06388607621192932,42.59909057617188,32.83866500854492,-11.28131103515625,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.817553,3,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6486674167,0.9734344482421875,0.09149169921875,-0.058197021484375,103239.6436314167,2.99971451826067,1.506439168962187,-0.07778354507119305,0.002590392716228962,-0.02301543205976486,0.01020077150315046,-0.02114927768707275,0.01295369863510132,0.007065355777740479,2,-0.6837651443819657,0.02015164127220176,0.7252203725779649,0.07819490060839585,0.994912326335907,0.07770512998104095,-0.06411828100681305,42.59909057617188,32.83866500854492,-11.28131103515625,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.81861,4,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6587384167,0.972503662109375,0.08642578125,-0.064544677734375,103239.6536724167,2.99967095188364,1.50619470751515,-0.07770007045534733,0.004469519481062889,-0.02440453693270683,0.008681437931954861,-0.02138411998748779,0.01407456398010254,0.006454706192016602,2,-0.6836750020901103,0.02018741192276202,0.7253055379440221,0.07818480559942159,0.9949032068252563,0.07762191444635391,-0.06436192244291306,42.42866516113281,32.86217880249023,-11.3023681640625,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.828504,5,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6687784167,0.97137451171875,0.08575439453125,-0.0691375732421875,103239.6637124167,2.999630515568668,1.506131721212494,-0.07766155228656578,0.003219958860427141,-0.004345487803220749,0.00432033883407712,-0.02202379703521729,0.009871035814285278,0.001619517803192139,2,-0.6836512684406284,0.02021280792678792,0.725326884019849,0.07818700837641768,0.9949020743370056,0.07758350670337677,-0.06442476809024811,42.42866516113281,32.86217880249023,-11.3023681640625,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.839761,6,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6788184167,0.9796142578125,0.0864410400390625,-0.058380126953125,103239.6737524167,2.999581265959355,1.506107913675548,-0.0776678186211221,0.004944355692714453,-0.0004719197750091553,0.000329858623445034,-0.02379179000854492,0.007606476545333862,-0.005208015441894531,2,-0.6836422153921735,0.02022642745112152,0.7253328571801279,0.07820723968455834,0.9949000477790833,0.07758975774049759,-0.06444842368364334,42.64187622070312,33.11886215209961,-11.52825927734375,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.861249,7,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6888584167,0.9807586669921875,0.0866851806640625,-0.0567626953125,103239.6837934167,2.999549115998591,1.505958552165131,-0.07769935931808325,0.003822270315140486,-0.01674474030733109,-0.00325028644874692,-0.01743197441101074,0.009238243103027344,0.003836512565612793,2,-0.6835881153865988,0.02022008216373866,0.7253815251943081,0.07823113627518458,0.9948880672454834,0.07762119919061661,-0.06459687650203705,42.62876892089844,32.95615005493164,-11.2255859375,2,103237.4398221667,4,1,1582550349.598319,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.862465,8,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.6988994167,0.9672088623046875,0.0908050537109375,-0.06842041015625,103239.6938334167,2.999519638545218,1.505925805761949,-0.07770534138935214,0.003143697045743465,-0.001572713255882263,-0.0005434495396912098,-0.0124855637550354,0.008255720138549805,0.009285986423492432,2,-0.6835760140016416,0.02022669930104382,0.7253913926981512,0.07824419737132066,0.9948855638504028,0.07762716710567474,-0.06462942808866501,42.62876892089844,32.95615005493164,-11.2255859375,2,103239.6894694167,2,0,1582550351.847966,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.868579,9,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.7089394167,0.967010498046875,0.089813232421875,-0.0673828125,103239.7039044167,2.99949033293539,1.5060567206255,-0.07769583137311056,0.002548906020820141,0.01105171628296375,0.0006351168267428875,-0.02583098411560059,0.01287338137626648,-0.002837896347045898,2,-0.6836230840349047,0.02024529292251787,0.7253456892488908,0.07825025151861237,0.9948945045471191,0.07761768251657486,-0.06449921429157257,42.64877319335938,32.97333908081055,-11.0567626953125,2,103239.6894694167,2,0,1582550351.847966,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
1582550351.879332,10,0,1582550345.702354,41.2073041170373,29.07237498748199,161.2765,-1,-1,14.49210071563721,65,-9999,103239.7189794167,0.971771240234375,0.089111328125,-0.065826416015625,103239.7139444167,2.999439298714902,1.506324120033896,-0.07768315848594301,0.005987579934298992,0.02908903919160366,0.001047374214977026,-0.0286567211151123,0.01224508881568909,-0.003714263439178467,2,-0.6837193791614038,0.02027782079385687,0.7252527728463849,0.07826174360231003,0.9949126839637756,0.07760504633188248,-0.06423324346542358,42.64877319335938,32.97333908081055,-11.0567626953125,2,103239.6894694167,2,0,1582550351.847966,0,0,0,0,0,0,0,0,0,103237.111228,0,-3.075668,99.13359
