Barometer,currentAvg,AvgBefore_2_Second,Pstart,Pend,CurrentFloor
893.7851,893.7531,893.7375,893.6551,0.0,0.0,
893.78735,893.7531,893.7375,893.6551,0.0,0.0,
893.79755,893.7816,893.7816,893.6551,0.0,0.0,
893.79755,893.7816,893.7816,893.6551,0.0,0.0,
893.8048,893.7816,893.7816,893.6551,0.0,0.0,
893.81396,893.7816,893.7816,893.6551,0.0,0.0,
893.81616,893.7816,893.7816,893.6551,0.0,0.0,
893.8063,893.7816,893.7816,893.6551,0.0,0.0,
893.8066,893.80774,893.7816,893.6551,0.0,0.0,
893.80383,893.80774,893.7816,893.6551,0.0,0.0,
893.8025,893.80774,893.7816,893.6551,0.0,0.0,
893.80084,893.80774,893.7816,893.6551,0.0,0.0,
893.80084,893.80774,893.7816,893.6551,0.0,0.0,
893.8067,893.80774,893.7816,893.6551,0.0,0.0,
893.8067,893.8029,893.8029,893.6551,0.0,0.0,
893.81,893.8029,893.8029,893.6551,0.0,0.0,
893.8321,893.8029,893.8029,893.6551,0.0,0.0,
893.8288,893.8029,893.8029,893.6551,0.0,0.0,
893.83075,893.8029,893.8029,893.6551,0.0,0.0,
893.84625,893.8029,893.8029,893.6551,0.0,0.0,
893.8529,893.8296,893.8029,893.6551,0.0,0.0,
893.8631,893.8296,893.8029,893.6551,0.0,0.0,
893.87195,893.8296,893.8029,893.6551,0.0,0.0,
893.86865,893.8296,893.8029,893.6551,0.0,0.0,
893.867,893.8296,893.8029,893.6551,0.0,0.0,
893.86536,893.8296,893.8029,893.6551,0.0,0.0,
893.8786,893.8672,893.8672,893.6551,0.0,0.0,
893.90375,893.8672,893.8672,893.6551,0.0,0.0,
893.9054,893.8672,893.8672,893.6551,0.0,0.0,
893.90375,893.8672,893.8672,893.6551,0.0,0.0,
893.92285,893.8672,893.8672,893.6551,0.0,0.0,
893.9209,893.8672,893.8672,893.6551,0.0,0.0,
893.92285,893.9113,893.8672,893.6551,0.0,0.0,
893.93274,893.9113,893.8672,893.6551,0.0,0.0,
893.94,893.9113,893.8672,893.6551,0.0,0.0,
893.93665,893.9113,893.8672,893.6551,0.0,0.0,
893.94165,893.9113,893.8672,893.6551,0.0,0.0,
893.94824,893.9113,893.8672,893.6551,0.0,0.0,
893.9436,893.9398,893.9398,893.6551,0.0,0.0,
893.9403,893.9398,893.9398,893.6551,0.0,0.0,
893.9392,893.9398,893.9398,893.6551,0.0,0.0,
893.9392,893.9398,893.9398,893.6551,0.0,0.0,
893.94116,893.9398,893.9398,893.6551,0.0,0.0,
893.94617,893.9398,893.9398,893.6551,0.0,0.0,
893.9395,893.9412,893.9398,893.6551,0.0,0.0,
893.94507,893.9412,893.9398,893.6551,0.0,0.0,
893.952,893.9412,893.9398,893.6551,0.0,0.0,
893.9592,893.9412,893.9398,893.6551,0.0,0.0,
893.9661,893.9412,893.9398,893.6551,0.0,0.0,
893.9628,893.9412,893.9398,893.6551,0.0,0.0,
893.975,893.95703,893.95703,893.6551,0.0,0.0,
893.9869,893.95703,893.95703,893.6551,0.0,0.0,
893.99744,893.95703,893.95703,893.6551,0.0,0.0,
894.0027,893.95703,893.95703,893.6551,0.0,0.0,
893.9944,893.95703,893.95703,893.6551,0.0,0.0,
893.9961,893.95703,893.95703,893.6551,0.0,0.0,
894.00165,893.9955,893.95703,893.6551,0.0,0.0,
893.9944,893.9955,893.95703,893.6551,0.0,0.0,
893.9953,893.9955,893.95703,893.6551,0.0,0.0,
893.99036,893.9955,893.95703,893.6551,0.0,0.0,
893.987,893.9955,893.95703,893.6551,0.0,0.0,
893.98126,893.9955,893.95703,893.6551,0.0,0.0,
893.9736,893.9896,893.9896,893.6551,0.0,0.0,
893.967,893.9896,893.9896,893.6551,0.0,0.0,
893.95703,893.9896,893.9896,893.6551,0.0,0.0,
893.96204,893.9896,893.9896,893.6551,0.0,0.0,
893.9623,893.9896,893.9896,893.6551,0.0,0.0,
893.9629,893.9896,893.9896,893.6551,0.0,0.0,
893.96454,893.9623,893.9896,893.6551,0.0,0.0,
893.96814,893.9623,893.9896,893.6551,0.0,0.0,
893.9662,893.9623,893.9896,893.6551,0.0,0.0,
893.97314,893.9623,893.9896,893.6551,0.0,0.0,
893.97705,893.9623,893.9896,893.6551,0.0,0.0,
893.97375,893.9623,893.9896,893.6551,0.0,0.0,
893.9787,893.9717,893.9717,893.6551,0.0,0.0,
893.97375,893.9717,893.9717,893.6551,0.0,0.0,
893.974,893.9717,893.9717,893.6551,0.0,0.0,
893.96906,893.9717,893.9717,893.6551,0.0,0.0,
893.9663,893.9717,893.9717,893.6551,0.0,0.0,
893.9564,893.9717,893.9717,893.6551,0.0,0.0,
893.9653,893.9679,893.9717,893.6551,0.0,0.0,
893.957,893.9679,893.9717,893.6551,0.0,0.0,
893.9603,893.9679,893.9717,893.6551,0.0,0.0,
893.9672,893.9679,893.9717,893.6551,0.0,0.0,
893.97546,893.9679,893.9717,893.6551,0.0,0.0,
893.9739,893.9679,893.9717,893.6551,0.0,0.0,
893.9702,893.9668,893.9668,893.6551,0.0,0.0,
893.9653,893.9668,893.9668,893.6551,0.0,0.0,
893.9636,893.9668,893.9668,893.6551,0.0,0.0,
893.9719,893.9668,893.9668,893.6551,0.0,0.0,
893.96466,893.9668,893.9668,893.6551,0.0,0.0,
893.968,893.9668,893.9668,893.6551,0.0,0.0,
893.98016,893.9667,893.9668,893.6551,0.0,0.0,
893.97296,893.9667,893.9668,893.6551,0.0,0.0,
893.97296,893.9667,893.9668,893.6551,0.0,0.0,
893.9746,893.9667,893.9668,893.6551,0.0,0.0,
893.97955,893.9667,893.9668,893.6551,0.0,0.0,
893.98456,893.9667,893.9668,893.6551,0.0,0.0,
893.98724,893.97687,893.97687,893.6551,0.0,0.0,
893.9823,893.97687,893.97687,893.6551,0.0,0.0,
893.98395,893.97687,893.97687,893.6551,0.0,0.0,
893.98395,893.97687,893.97687,893.6551,0.0,0.0,
893.98395,893.97687,893.97687,893.6551,0.0,0.0,
893.9969,893.97687,893.97687,893.6551,0.0,0.0,
893.9946,893.9862,893.97687,893.6551,0.0,0.0,
893.99854,893.9862,893.97687,893.6551,0.0,0.0,
894.0145,893.9862,893.97687,893.6551,0.0,0.0,
894.0211,893.9862,893.97687,893.6551,0.0,0.0,
894.0126,893.9862,893.97687,893.6551,0.0,0.0,
894.0294,893.9862,893.97687,893.6551,0.0,0.0,
894.03577,894.01526,894.01526,893.6551,0.0,0.0,
894.0258,894.01526,894.01526,893.6551,0.0,0.0,
894.03577,894.01526,894.01526,893.6551,0.0,0.0,
894.0484,894.01526,894.01526,893.6551,0.0,0.0,
894.05334,894.01526,894.01526,893.6551,0.0,0.0,
894.0567,894.01526,894.01526,893.6551,0.0,0.0,
894.06995,894.04395,894.01526,893.6551,0.0,0.0,
894.0647,894.04395,894.01526,893.6551,0.0,0.0,
894.07324,894.04395,894.01526,893.6551,0.0,0.0,
894.07825,894.04395,894.01526,893.6551,0.0,0.0,
894.0716,894.04395,894.01526,893.6551,0.0,0.0,
894.06964,894.04395,894.01526,893.6551,0.0,0.0,
894.0873,894.0715,894.0715,893.6551,0.0,0.0,
894.0853,894.0715,894.0715,893.6551,0.0,0.0,
894.1642,894.0715,894.0715,893.6551,0.0,0.0,
894.0969,894.0715,894.0715,893.6551,0.0,0.0,
894.0707,894.0715,894.0715,893.6551,0.0,0.0,
894.0757,894.0715,894.0715,893.6551,0.0,0.0,
894.1061,894.0985,894.0715,893.6551,0.0,0.0,
894.1005,894.0985,894.0715,893.6551,0.0,0.0,
894.1022,894.0985,894.0715,893.6551,0.0,0.0,
894.12427,894.0985,894.0715,893.6551,0.0,0.0,
894.1237,894.0985,894.0715,893.6551,0.0,0.0,
894.1276,894.0985,894.0715,893.6551,0.0,0.0,
894.1279,894.1156,894.1156,893.6551,0.0,0.0,
894.1329,894.1156,894.1156,893.6551,0.0,0.0,
894.13513,894.1156,894.1156,893.6551,0.0,0.0,
894.1493,894.1156,894.1156,893.6551,0.0,0.0,
894.14594,894.1156,894.1156,893.6551,0.0,0.0,
894.1377,894.1156,894.1156,893.6551,0.0,0.0,
894.1363,894.14026,894.1156,893.6551,0.0,0.0,
894.1363,894.14026,894.1156,893.6551,0.0,0.0,
894.13025,894.14026,894.1156,893.6551,0.0,0.0,
894.1375,894.14026,894.1156,893.6551,0.0,0.0,
894.14246,894.14026,894.1156,893.6551,0.0,0.0,
894.1516,894.14026,894.1156,893.6551,0.0,0.0,
894.1486,894.13965,894.13965,893.6551,0.0,0.0,
894.1558,894.13965,894.13965,893.6551,0.0,0.0,
894.1708,894.13965,894.13965,893.6551,0.0,0.0,
894.171,894.13965,894.13965,893.6551,0.0,0.0,
894.17236,894.13965,894.13965,893.6551,0.0,0.0,
894.18066,894.13965,894.13965,893.6551,0.0,0.0,
894.1909,894.1701,894.13965,893.6551,0.0,0.0,
894.1942,894.1701,894.13965,893.6551,0.0,0.0,
894.213,894.1701,894.13965,893.6551,0.0,0.0,
894.2141,894.1701,894.13965,893.6551,0.0,0.0,
894.22296,894.1701,894.13965,893.6551,0.0,0.0,
894.2282,894.1701,894.13965,893.6551,0.0,0.0,
894.2296,894.2145,894.2145,893.6551,0.0,0.0,
894.23157,894.2145,894.2145,893.6551,0.0,0.0,
894.2279,894.2145,894.2145,893.6551,0.0,0.0,
894.2398,894.2145,894.2145,893.6551,0.0,0.0,
894.2445,894.2145,894.2145,893.6551,0.0,0.0,
894.2511,894.2145,894.2145,893.6551,0.0,0.0,
894.26105,894.23895,894.2145,893.6551,0.0,0.0,
894.2605,894.23895,894.2145,893.6551,0.0,0.0,
894.26544,894.23895,894.2145,893.6551,0.0,0.0,
894.26544,894.23895,894.2145,893.6551,0.0,0.0,
894.2836,894.23895,894.2145,893.6551,0.0,0.0,
894.2787,894.23895,894.2145,893.6551,0.0,0.0,
894.2853,894.2707,894.2707,893.6551,0.0,0.0,
894.2969,894.2707,894.2707,893.6551,0.0,0.0,
894.29193,894.2707,894.2707,893.6551,0.0,0.0,
894.2983,894.2707,894.2707,893.6551,0.0,0.0,
894.30597,894.2707,894.2707,893.6551,0.0,0.0,
894.3026,894.2707,894.2707,893.6551,0.0,0.0,
894.304,894.29913,894.2707,893.6551,0.0,0.0,
894.3031,894.29913,894.2707,893.6551,0.0,0.0,
894.3081,894.29913,894.2707,893.6551,0.0,0.0,
894.3141,894.29913,894.2707,893.6551,0.0,0.0,
894.3191,894.29913,894.2707,893.6551,0.0,0.0,
894.3224,894.29913,894.2707,893.6551,0.0,0.0,
894.3198,894.31335,894.31335,893.6551,0.0,0.0,
894.3159,894.31335,894.31335,893.6551,0.0,0.0,
894.31396,894.31335,894.31335,893.6551,0.0,0.0,
894.31726,894.31335,894.31335,893.6551,0.0,0.0,
894.3123,894.31335,894.31335,893.6551,0.0,0.0,
894.3123,894.31335,894.31335,893.6551,0.0,0.0,
894.3117,894.31433,894.31335,893.6551,0.0,0.0,
894.31836,894.31433,894.31335,893.6551,0.0,0.0,
894.3164,894.31433,894.31335,893.6551,0.0,0.0,
894.31805,894.31433,894.31335,893.6551,0.0,0.0,
894.31744,894.31433,894.31335,893.6551,0.0,0.0,
894.30725,894.31433,894.31335,893.6551,0.0,0.0,
894.30334,894.31555,894.31555,893.6551,0.0,0.0,
894.30304,894.31555,894.31555,893.6551,0.0,0.0,
894.2972,894.31555,894.31555,893.6551,0.0,0.0,
894.29553,894.31555,894.31555,893.6551,0.0,0.0,
894.2905,894.31555,894.31555,893.6551,0.0,0.0,
894.2889,894.31555,894.31555,893.6551,0.0,0.0,
894.285,894.29504,894.31555,893.6551,0.0,0.0,
894.2863,894.29504,894.31555,893.6551,0.0,0.0,
894.2897,894.29504,894.31555,893.6551,0.0,0.0,
894.29626,894.29504,894.31555,893.6551,0.0,0.0,
894.29205,894.29504,894.31555,893.6551,0.0,0.0,
894.2915,894.29504,894.31555,893.6551,0.0,0.0,
894.2948,894.29114,894.29114,893.6551,0.0,0.0,
894.29614,894.29114,894.29114,893.6551,0.0,0.0,
894.2978,894.29114,894.29114,893.6551,0.0,0.0,
894.29553,894.29114,894.29114,893.6551,0.0,0.0,
894.2953,894.29114,894.29114,893.6551,0.0,0.0,
894.2947,894.29114,894.29114,893.6551,0.0,0.0,
894.29297,894.2959,894.29114,893.6551,0.0,0.0,
894.2828,894.2959,894.29114,893.6551,0.0,0.0,
894.2877,894.2959,894.29114,893.6551,0.0,0.0,
894.2769,894.2959,894.29114,893.6551,0.0,0.0,
894.27856,894.2959,894.29114,893.6551,0.0,0.0,
894.273,894.2959,894.29114,893.6551,0.0,0.0,
894.276,894.2798,894.2798,893.6551,0.0,0.0,
894.28595,894.2798,894.2798,893.6551,0.0,0.0,
894.28534,894.2798,894.2798,893.6551,0.0,0.0,
894.2884,894.2798,894.2798,893.6551,0.0,0.0,
894.29004,894.2798,894.2798,893.6551,0.0,0.0,
894.295,894.2798,894.2798,893.6551,0.0,0.0,
894.301,894.28894,894.2798,893.6551,0.0,0.0,
894.2958,894.28894,894.2798,893.6551,0.0,0.0,
894.2902,894.28894,894.2798,893.6551,0.0,0.0,
894.2919,894.28894,894.2798,893.6551,0.0,0.0,
894.30176,894.28894,894.2798,893.6551,0.0,0.0,
894.3164,894.28894,894.2798,893.6551,0.0,0.0,
894.32574,894.2992,894.2992,893.6551,0.0,0.0,
894.3271,894.2992,894.2992,893.6551,0.0,0.0,
894.347,894.2992,894.2992,893.6551,0.0,0.0,
894.3436,894.2992,894.2992,893.6551,0.0,0.0,
894.3431,894.2992,894.2992,893.6551,0.0,0.0,
894.3477,894.2992,894.2992,893.6551,0.0,0.0,
894.3554,894.3417,894.2992,893.6551,0.0,0.0,
894.35376,894.3417,894.2992,893.6551,0.0,0.0,
894.36115,894.3417,894.2992,893.6551,0.0,0.0,
894.3655,894.3417,894.2992,893.6551,0.0,0.0,
894.3702,894.3417,894.2992,893.6551,0.0,0.0,
894.3613,894.3417,894.2992,893.6551,0.0,0.0,
894.3712,894.3623,894.3623,893.6551,0.0,0.0,
894.3792,894.3623,894.3623,893.6551,0.0,0.0,
894.3753,894.3623,894.3623,893.6551,0.0,0.0,
894.38025,894.3623,894.3623,893.6551,0.0,0.0,
894.3943,894.3623,894.3623,893.6551,0.0,0.0,
894.386,894.3623,894.3623,893.6551,0.0,0.0,
894.38574,894.383,894.3623,893.6551,0.0,0.0,
894.3989,894.383,894.3623,893.6551,0.0,0.0,
894.3997,894.383,894.3623,893.6551,0.0,0.0,
894.3925,894.383,894.3623,893.6551,0.0,0.0,
894.4112,894.383,894.3623,893.6551,0.0,0.0,
894.41254,894.383,894.3623,893.6551,0.0,0.0,
894.41693,894.40295,894.40295,893.6551,0.0,0.0,
894.43646,894.40295,894.40295,893.6551,0.0,0.0,
894.43256,894.40295,894.40295,893.6551,0.0,0.0,
894.4273,894.40295,894.40295,893.6551,0.0,0.0,
894.43005,894.40295,894.40295,893.6551,0.0,0.0,
894.43304,894.40295,894.40295,893.6551,0.0,0.0,
894.42883,894.43195,894.40295,893.6551,0.0,0.0,
894.42957,894.43195,894.40295,893.6551,0.0,0.0,
894.429,894.43195,894.40295,893.6551,0.0,0.0,
894.4469,894.43195,894.40295,893.6551,0.0,0.0,
894.45355,894.43195,894.40295,893.6551,0.0,0.0,
894.4662,894.43195,894.40295,893.6551,0.0,0.0,
894.4719,894.4451,894.4451,893.6551,0.0,0.0,
894.4835,894.4451,894.4451,893.6551,0.0,0.0,
894.4749,894.4451,894.4451,893.6551,0.0,0.0,
894.48395,894.4451,894.4451,893.6551,0.0,0.0,
894.48834,894.4451,894.4451,893.6551,0.0,0.0,
894.493,894.4451,894.4451,893.6551,0.0,0.0,
894.50397,894.48474,894.4451,893.6551,0.0,0.0,
894.4974,894.48474,894.4451,893.6551,0.0,0.0,
894.48486,894.48474,894.4451,893.6551,0.0,0.0,
894.4846,894.48474,894.4451,893.6551,0.0,0.0,
894.48566,894.48474,894.4451,893.6551,0.0,0.0,
894.49,894.48474,894.4451,893.6551,0.0,0.0,
894.4917,894.48846,894.48846,893.6551,0.0,0.0,
894.50073,894.48846,894.48846,893.6551,0.0,0.0,
894.5104,894.48846,894.48846,893.6551,0.0,0.0,
894.52136,894.48846,894.48846,893.6551,0.0,0.0,
894.51636,894.48846,894.48846,893.6551,0.0,0.0,
894.52374,894.48846,894.48846,893.6551,0.0,0.0,
894.5254,894.5145,894.48846,893.6551,0.0,0.0,
894.52673,894.5145,894.48846,893.6551,0.0,0.0,
894.5261,894.5145,894.48846,893.6551,0.0,0.0,
894.5275,894.5145,894.48846,893.6551,0.0,0.0,
894.5415,894.5145,894.48846,893.6551,0.0,0.0,
894.54425,894.5145,894.48846,893.6551,0.0,0.0,
894.5525,894.5332,894.5332,893.6551,0.0,0.0,
894.55994,894.5332,894.5332,893.6551,0.0,0.0,
894.5665,894.5332,894.5332,893.6551,0.0,0.0,
894.5629,894.5332,894.5332,893.6551,0.0,0.0,
894.5811,894.5332,894.5332,893.6551,0.0,0.0,
894.5739,894.5332,894.5332,893.6551,0.0,0.0,
894.5686,894.56885,894.5332,893.6551,0.0,0.0,
894.57544,894.56885,894.5332,893.6551,0.0,0.0,
894.5768,894.56885,894.5332,893.6551,0.0,0.0,
894.5861,894.56885,894.5332,893.6551,0.0,0.0,
894.60925,894.56885,894.5332,893.6551,0.0,0.0,
894.6156,894.56885,894.5332,893.6551,0.0,0.0,
894.61334,894.59265,894.59265,893.6551,0.0,0.0,
894.62134,894.59265,894.59265,893.6551,0.0,0.0,
894.6312,894.59265,894.59265,893.6551,0.0,0.0,
894.6439,894.59265,894.59265,893.6551,0.0,0.0,
894.6502,894.59265,894.59265,893.6551,0.0,0.0,
894.6513,894.59265,894.59265,893.6551,0.0,0.0,
894.6587,894.6395,894.59265,893.6551,0.0,0.0,
894.662,894.6395,894.59265,893.6551,0.0,0.0,
894.665,894.6395,894.59265,893.6551,0.0,0.0,
894.66406,894.6395,894.59265,893.6551,0.0,0.0,
894.6701,894.6395,894.59265,893.6551,0.0,0.0,
894.66187,894.6395,894.59265,893.6551,0.0,0.0,
894.6665,894.6647,894.6647,893.6551,0.0,0.0,
894.66425,894.6647,894.6647,893.6551,0.0,0.0,
894.66724,894.6647,894.6647,893.6551,0.0,0.0,
894.6677,894.6647,894.6647,893.6551,0.0,0.0,
894.671,894.6647,894.6647,893.6551,0.0,0.0,
894.66516,894.6647,894.6647,893.6551,0.0,0.0,
894.66486,894.6671,894.6647,893.6551,0.0,0.0,
894.6748,894.6671,894.6647,893.6551,0.0,0.0,
894.67255,894.6671,894.6647,893.6551,0.0,0.0,
894.67883,894.6671,894.6647,893.6551,0.0,0.0,
894.68054,894.6671,894.6647,893.6551,0.0,0.0,
894.68384,894.6671,894.6647,893.6551,0.0,0.0,
894.6849,894.6781,894.6781,893.6551,0.0,0.0,
894.68066,894.6781,894.6781,893.6551,0.0,0.0,
894.6798,894.6781,894.6781,893.6551,0.0,0.0,
894.6864,894.6781,894.6781,893.6551,0.0,0.0,
894.6828,894.6781,894.6781,893.6551,0.0,0.0,
894.6697,894.6781,894.6781,893.6551,0.0,0.0,
894.6786,894.6799,894.6781,893.6551,0.0,0.0,
894.673,894.6799,894.6781,893.6551,0.0,0.0,
894.6705,894.6799,894.6781,893.6551,0.0,0.0,
894.6688,894.6799,894.6781,893.6551,0.0,0.0,
894.6795,894.6799,894.6781,893.6551,0.0,0.0,
894.68115,894.6799,894.6781,893.6551,0.0,0.0,
894.67694,894.6746,894.6746,893.6551,0.0,0.0,
894.65784,894.6746,894.6746,893.6551,0.0,0.0,
894.6559,894.6746,894.6746,893.6551,0.0,0.0,
894.6569,894.6746,894.6746,893.6551,0.0,0.0,
894.65106,894.6746,894.6746,893.6551,0.0,0.0,
894.6494,894.6746,894.6746,893.6551,0.0,0.0,
894.6458,894.6543,894.6746,893.6551,0.0,0.0,
894.6369,894.6543,894.6746,893.6551,0.0,0.0,
894.63,894.6543,894.6746,893.6551,0.0,0.0,
894.6344,894.6543,894.6746,893.6551,0.0,0.0,
894.6344,894.6543,894.6746,893.6551,0.0,0.0,
894.6377,894.6543,894.6746,893.6551,0.0,0.0,
894.64233,894.63464,894.63464,893.6551,0.0,0.0,
894.644,894.63464,894.63464,893.6551,0.0,0.0,
894.64343,894.63464,894.63464,893.6551,0.0,0.0,
894.6583,894.63464,894.63464,893.6551,0.0,0.0,
894.6583,894.63464,894.63464,893.6551,0.0,0.0,
894.6564,894.63464,894.63464,893.6551,0.0,0.0,
894.65906,894.65204,894.63464,893.6551,0.0,0.0,
894.6574,894.65204,894.63464,893.6551,0.0,0.0,
894.6538,894.65204,894.63464,893.6551,0.0,0.0,
894.64294,894.65204,894.63464,893.6551,0.0,0.0,
894.6413,894.65204,894.63464,893.6551,0.0,0.0,
894.63904,894.65204,894.63464,893.6551,0.0,0.0,
894.6368,894.64685,894.64685,893.6551,0.0,0.0,
894.6398,894.64685,894.64685,893.6551,0.0,0.0,
894.6607,894.64685,894.64685,893.6551,0.0,0.0,
894.66406,894.64685,894.64685,893.6551,0.0,0.0,
894.67035,894.64685,894.64685,893.6551,0.0,0.0,
894.6714,894.64685,894.64685,893.6551,0.0,0.0,
894.6761,894.6613,894.64685,893.6551,0.0,0.0,
894.681,894.6613,894.64685,893.6551,0.0,0.0,
894.6755,894.6613,894.64685,893.6551,0.0,0.0,
894.6768,894.6613,894.64685,893.6551,0.0,0.0,
894.69336,894.6613,894.64685,893.6551,0.0,0.0,
894.6878,894.6613,894.64685,893.6551,0.0,0.0,
894.6842,894.6829,894.6829,893.6551,0.0,0.0,
894.6925,894.6829,894.6829,893.6551,0.0,0.0,
894.6982,894.6829,894.6829,893.6551,0.0,0.0,
894.70154,894.6829,894.6829,893.6551,0.0,0.0,
894.7026,894.6829,894.6829,893.6551,0.0,0.0,
894.71387,894.6829,894.6829,893.6551,0.0,0.0,
894.71387,894.7018,894.6829,893.6551,0.0,0.0,
894.72546,894.7018,894.6829,893.6551,0.0,0.0,
894.72314,894.7018,894.6829,893.6551,0.0,0.0,
894.72314,894.7018,894.6829,893.6551,0.0,0.0,
894.72314,894.7018,894.6829,893.6551,0.0,0.0,
894.7256,894.7018,894.6829,893.6551,0.0,0.0,
894.7256,894.7241,894.7241,893.6551,0.0,0.0,
894.7405,894.7241,894.7241,893.6551,0.0,0.0,
894.7369,894.7241,894.7241,893.6551,0.0,0.0,
894.7369,894.7241,894.7241,893.6551,0.0,0.0,
894.733,894.7241,894.7241,893.6551,0.0,0.0,
894.7462,894.7241,894.7241,893.6551,0.0,0.0,
894.7462,894.73865,894.7241,893.6551,0.0,0.0,
894.7594,894.73865,894.7241,893.6551,0.0,0.0,
894.7578,894.73865,894.7241,893.6551,0.0,0.0,
894.7578,894.73865,894.7241,893.6551,0.0,0.0,
894.76996,894.73865,894.7241,893.6551,0.0,0.0,
894.7719,894.73865,894.7241,893.6551,0.0,0.0,
894.7841,894.76337,894.76337,893.6551,0.0,0.0,
894.7993,894.76337,894.76337,893.6551,0.0,0.0,
894.7982,894.76337,894.76337,893.6551,0.0,0.0,
894.8002,894.76337,894.76337,893.6551,0.0,0.0,
894.80664,894.76337,894.76337,893.6551,0.0,0.0,
894.80756,894.76337,894.76337,893.6551,0.0,0.0,
894.80457,894.80237,894.76337,893.6551,0.0,0.0,
894.808,894.80237,894.76337,893.6551,0.0,0.0,
894.80725,894.80237,894.76337,893.6551,0.0,0.0,
894.8134,894.80237,894.76337,893.6551,0.0,0.0,
894.8178,894.80237,894.76337,893.6551,0.0,0.0,
894.8289,894.80237,894.76337,893.6551,0.0,0.0,
894.8348,894.8151,894.8151,893.6551,0.0,0.0,
894.84576,894.8151,894.8151,893.6551,0.0,0.0,
894.8589,894.8151,894.8151,893.6551,0.0,0.0,
894.85345,894.8151,894.8151,893.6551,0.0,0.0,
894.8611,894.8151,894.8151,893.6551,0.0,0.0,
894.8659,894.8151,894.8151,893.6551,0.0,0.0,
894.8694,894.85706,894.8151,893.6551,0.0,0.0,
894.8653,894.85706,894.8151,893.6551,0.0,0.0,
894.87177,894.85706,894.8151,893.6551,0.0,0.0,
894.8722,894.85706,894.8151,893.6551,0.0,0.0,
894.8688,894.85706,894.8151,893.6551,0.0,0.0,
894.86304,894.85706,894.8151,893.6551,0.0,0.0,
894.8569,894.86816,894.86816,893.6551,0.0,0.0,
894.8528,894.86816,894.86816,893.6551,0.0,0.0,
894.8609,894.86816,894.86816,893.6551,0.0,0.0,
894.8594,894.86816,894.86816,893.6551,0.0,0.0,
894.86694,894.86816,894.86816,893.6551,0.0,0.0,
894.8761,894.86816,894.86816,893.6551,0.0,0.0,
894.8815,894.86316,894.86816,893.6551,0.0,0.0,
894.8907,894.86316,894.86816,893.6551,0.0,0.0,
894.9021,894.86316,894.86816,893.6551,0.0,0.0,
894.8989,894.86316,894.86816,893.6551,0.0,0.0,
894.9015,894.86316,894.86816,893.6551,0.0,0.0,
894.91486,894.86316,894.86816,893.6551,0.0,0.0,
894.9092,894.9017,894.9017,893.6551,0.0,0.0,
894.9114,894.9017,894.9017,893.6551,0.0,0.0,
894.9314,894.9017,894.9017,893.6551,0.0,0.0,
894.92737,894.9017,894.9017,893.6551,0.0,0.0,
894.9243,894.9017,894.9017,893.6551,0.0,0.0,
894.93604,894.9017,894.9017,893.6551,0.0,0.0,
894.9386,894.9261,894.9017,893.6551,0.0,0.0,
894.9431,894.9261,894.9017,893.6551,0.0,0.0,
894.95123,894.9261,894.9017,893.6551,0.0,0.0,
