Barometer,currentAvg,AvgBefore_2_Second,Pstart,Pend,CurrentFloor
893.80334,893.8307,893.82385,895.0365,0.0,0.0,
893.79865,893.8307,893.82385,895.0365,0.0,0.0,
893.80615,893.81055,893.81055,895.0365,0.0,0.0,
893.8012,893.81055,893.81055,895.0365,0.0,0.0,
893.78796,893.81055,893.81055,895.0365,0.0,0.0,
893.78687,893.81055,893.81055,895.0365,0.0,0.0,
893.78357,893.81055,893.81055,895.0365,0.0,0.0,
893.7822,893.81055,893.81055,895.0365,0.0,0.0,
893.77563,893.7884,893.81055,895.0365,0.0,0.0,
893.77155,893.7884,893.81055,895.0365,0.0,0.0,
893.7666,893.7884,893.81055,895.0365,0.0,0.0,
893.7732,893.7884,893.81055,895.0365,0.0,0.0,
893.755,893.7884,893.81055,895.0365,0.0,0.0,
893.7517,893.7884,893.81055,895.0365,0.0,0.0,
893.74176,893.7637,893.7637,895.0365,0.0,0.0,
893.72156,893.7637,893.7637,895.0365,0.0,0.0,
893.71,893.7637,893.7637,895.0365,0.0,0.0,
893.7051,893.7637,893.7637,895.0365,0.0,0.0,
893.7119,893.7637,893.7637,895.0365,0.0,0.0,
893.7136,893.7637,893.7637,895.0365,0.0,0.0,
893.6971,893.7125,893.7637,895.0365,0.0,0.0,
893.69763,893.7125,893.7637,895.0365,0.0,0.0,
893.69543,893.7125,893.7637,895.0365,0.0,0.0,
893.6937,893.7125,893.7637,895.0365,0.0,0.0,
893.69934,893.7125,893.7637,895.0365,0.0,0.0,
893.70593,893.7125,893.7637,895.0365,0.0,0.0,
893.71423,893.6984,893.6984,895.0365,0.0,0.0,
893.71094,893.6984,893.6984,895.0365,0.0,0.0,
893.7043,893.6984,893.6984,895.0365,0.0,0.0,
893.6951,893.6984,893.6984,895.0365,0.0,0.0,
893.7001,893.6984,893.6984,895.0365,0.0,0.0,
893.6984,893.6984,893.6984,895.0365,0.0,0.0,
893.6813,893.7018,893.6984,895.0365,0.0,0.0,
893.6697,893.7018,893.6984,895.0365,0.0,0.0,
893.6545,893.7018,893.6984,895.0365,0.0,0.0,
893.64294,893.7018,893.6984,895.0365,0.0,0.0,
893.6482,893.7018,893.6984,895.0365,0.0,0.0,
893.6396,893.7018,893.6984,895.0365,0.0,0.0,
893.63904,893.651,893.651,895.0365,0.0,0.0,
893.63904,893.651,893.651,895.0365,0.0,0.0,
893.6489,893.651,893.651,895.0365,0.0,0.0,
893.6522,893.651,893.651,895.0365,0.0,0.0,
893.644,893.651,893.651,895.0365,0.0,0.0,
893.64453,893.651,893.651,895.0365,0.0,0.0,
893.64294,893.6457,893.651,895.0365,0.0,0.0,
893.6324,893.6457,893.651,895.0365,0.0,0.0,
893.63464,893.6457,893.651,895.0365,0.0,0.0,
893.6396,893.6457,893.651,895.0365,0.0,0.0,
893.6363,893.6457,893.651,895.0365,0.0,0.0,
893.63403,893.6457,893.651,895.0365,0.0,0.0,
893.6324,893.6354,893.6354,895.0365,0.0,0.0,
893.63074,893.6354,893.6354,895.0365,0.0,0.0,
893.62714,893.6354,893.6354,895.0365,0.0,0.0,
893.63403,893.6354,893.6354,895.0365,0.0,0.0,
893.6288,893.6354,893.6354,895.0365,0.0,0.0,
893.63904,893.6354,893.6354,895.0365,0.0,0.0,
893.63904,893.63196,893.6354,895.0365,0.0,0.0,
893.6371,893.63196,893.6354,895.0365,0.0,0.0,
893.6381,893.63196,893.6354,895.0365,0.0,0.0,
893.6365,893.63196,893.6354,895.0365,0.0,0.0,
893.6345,893.63196,893.6354,895.0365,0.0,0.0,
893.63477,893.63196,893.6354,895.0365,0.0,0.0,
893.6315,893.6361,893.6361,895.0365,0.0,0.0,
893.6331,893.6361,893.6361,895.0365,0.0,0.0,
893.6365,893.6361,893.6361,895.0365,0.0,0.0,
893.6371,893.6361,893.6361,895.0365,0.0,0.0,
893.6315,893.6361,893.6361,895.0365,0.0,0.0,
893.63477,893.6361,893.6361,895.0365,0.0,0.0,
893.6331,893.6346,893.6361,895.0365,0.0,0.0,
893.6365,893.6346,893.6361,895.0365,0.0,0.0,
893.63617,893.6346,893.6361,895.0365,0.0,0.0,
893.62787,893.6346,893.6361,895.0365,0.0,0.0,
893.6298,893.6346,893.6361,895.0365,0.0,0.0,
893.6331,893.6346,893.6361,895.0365,0.0,0.0,
893.6298,893.6327,893.6327,895.0365,0.0,0.0,
893.6295,893.6327,893.6327,895.0365,0.0,0.0,
893.63477,893.6327,893.6327,895.0365,0.0,0.0,
893.63477,893.6327,893.6327,895.0365,0.0,0.0,
893.642,893.6327,893.6327,895.0365,0.0,0.0,
893.6387,893.6327,893.6327,895.0365,0.0,0.0,
893.6298,893.6359,893.6327,895.0365,0.0,0.0,
893.6232,893.6359,893.6327,895.0365,0.0,0.0,
893.6113,893.6359,893.6327,895.0365,0.0,0.0,
893.6315,893.6359,893.6327,895.0365,0.0,0.0,
893.6331,893.6359,893.6327,895.0365,0.0,0.0,
893.6315,893.6359,893.6327,895.0365,0.0,0.0,
893.6315,893.62616,893.62616,895.0365,0.0,0.0,
893.6315,893.62616,893.62616,895.0365,0.0,0.0,
893.6331,893.62616,893.62616,895.0365,0.0,0.0,
893.6331,893.62616,893.62616,895.0365,0.0,0.0,
893.62787,893.62616,893.62616,895.0365,0.0,0.0,
893.6411,893.62616,893.62616,895.0365,0.0,0.0,
893.6295,893.6334,893.62616,895.0365,0.0,0.0,
893.6256,893.6334,893.62616,895.0365,0.0,0.0,
893.6262,893.6334,893.62616,895.0365,0.0,0.0,
893.6328,893.6334,893.62616,895.0365,0.0,0.0,
893.6289,893.6334,893.62616,895.0365,0.0,0.0,
893.619,893.6334,893.62616,895.0365,0.0,0.0,
893.6246,893.6266,893.6266,895.0365,0.0,0.0,
893.6521,893.6266,893.6266,895.0365,0.0,0.0,
893.64026,893.6266,893.6266,895.0365,0.0,0.0,
893.64026,893.6266,893.6266,895.0365,0.0,0.0,
